Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases,1st_dose_staff_vac_rate,2nd_dose_staff_vac_rate,FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS,TOTAL_CASES,CASE_FATALITY_RATE,Daily_New_Cases,Date,PHU ID,Percent_at_least_one_dose,Percent_fully_vaccinated,Percent_3doses
2021-09-20,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,0,<5,0.87,0.86,2021-09-20,PEEL REGION,2253.0,651,112068,949,112719,0.008419166245264774,100,2021-09-20,2253,0.8502082032447931,0.7787865464125121,0.0
2021-09-21,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-21,DURHAM REGION,2230.0,204,26175,383,26379,0.014519125061602032,21,2021-09-21,2230,0.8706241459022466,0.8204935706325307,0.0
2021-09-21,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231.0,0,16,0,0.94,0.85,2021-09-21,WINDSOR-ESSEX COUNTY,2268.0,357,18562,444,18919,0.023468470849410644,34,2021-09-21,2268,0.8423946843585247,0.7745923287716536,0.0
2021-09-21,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-21,HURON PERTH,5183.0,35,2055,65,2090,0.03110047846889952,4,2021-09-21,5183,0.8838953115875059,0.8290251798765104,0.0
2021-09-21,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-21,TORONTO,3895.0,1529,167480,3493,169009,0.020667538415113988,104,2021-09-21,3895,0.831569187646194,0.7753841849094671,0.0
2021-09-21,2244,Middlesex-London,Earls Court Village,3047,London,128.0,0,0,<5,0.92,0.9,2021-09-21,MIDDLESEX-LONDON,2244.0,205,13375,236,13580,0.017378497790868926,19,2021-09-21,2244,0.8769186537694287,0.8123491848003647,0.0
2021-09-21,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,9,<5,<5,1.0,0.97,2021-09-21,HALTON REGION,2236.0,254,18129,221,18383,0.01202197682641571,31,2021-09-21,2236,0.8793406907969812,0.8356033674644344,0.0
2021-09-21,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-21,DURHAM REGION,2230.0,204,26175,383,26379,0.014519125061602032,21,2021-09-21,2230,0.8706241459022466,0.8204935706325307,0.0
2021-09-21,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,0,<5,<5,0.75,0.74,2021-09-21,TORONTO,3895.0,1529,167480,3493,169009,0.020667538415113988,104,2021-09-21,3895,0.831569187646194,0.7753841849094671,0.0
2021-09-21,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78.0,0,<5,0,0.87,0.83,2021-09-21,HURON PERTH,5183.0,35,2055,65,2090,0.03110047846889952,4,2021-09-21,5183,0.8838953115875059,0.8290251798765104,0.0
2021-09-21,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,<5,11,0,0.94,0.9,2021-09-21,CITY OF HAMILTON,2237.0,284,23384,402,23668,0.016984958593882035,18,2021-09-21,2237,0.8226465535710296,0.7568927922232401,0.0
2021-09-21,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,8,5,<5,0.83,0.77,2021-09-21,NIAGARA REGION,2246.0,240,16676,428,16916,0.02530148971388035,39,2021-09-21,2246,0.8634005393709073,0.7972816941349304,0.0
2021-09-21,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-21,CITY OF OTTAWA,2251.0,520,28272,579,28792,0.020109752709085858,58,2021-09-21,2251,0.883757070144643,0.8268987291411535,0.0
2021-09-21,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,0,<5,0.87,0.86,2021-09-21,PEEL REGION,2253.0,635,112163,950,112798,0.008422135144240147,80,2021-09-21,2253,0.8509454434833801,0.7799927827801568,0.0
2021-09-22,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-22,DURHAM REGION,2230.0,170,26215,383,26385,0.014515823384498769,6,2021-09-22,2230,0.8720723292040489,0.8221316614071922,0.0
2021-09-22,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231.0,0,16,0,0.94,0.85,2021-09-22,WINDSOR-ESSEX COUNTY,2268.0,346,18620,445,18966,0.023463039122640514,48,2021-09-22,2268,0.8436559825310662,0.7763184607936533,0.0
2021-09-22,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-22,HURON PERTH,5183.0,31,2063,65,2094,0.031041069723018146,4,2021-09-22,5183,0.8856132810949646,0.8314632224118478,0.0
2021-09-22,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-22,TORONTO,3895.0,1488,167611,3496,169099,0.020674279564042365,93,2021-09-22,3895,0.8326247297021999,0.7768480269794635,0.0
2021-09-22,2244,Middlesex-London,Earls Court Village,3047,London,128.0,0,0,<5,0.92,0.9,2021-09-22,MIDDLESEX-LONDON,2244.0,206,13395,236,13601,0.017351665318726565,21,2021-09-22,2244,0.8783976901203601,0.8141795307211378,0.0
2021-09-22,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,9,<5,<5,1.0,0.97,2021-09-22,HALTON REGION,2236.0,243,18162,221,18405,0.012007606628633524,22,2021-09-22,2236,0.8802871293384343,0.8370855624281951,0.0
2021-09-22,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-22,DURHAM REGION,2230.0,170,26215,383,26385,0.014515823384498769,6,2021-09-22,2230,0.8720723292040489,0.8221316614071922,0.0
2021-09-22,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,0,<5,<5,0.75,0.74,2021-09-22,TORONTO,3895.0,1488,167611,3496,169099,0.020674279564042365,93,2021-09-22,3895,0.8326247297021999,0.7768480269794635,0.0
2021-09-22,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,<5,11,0,0.94,0.9,2021-09-22,CITY OF HAMILTON,2237.0,281,23414,402,23695,0.016965604557923612,27,2021-09-22,2237,0.8236724055670708,0.7584792154893794,0.0
2021-09-22,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-22,CITY OF HAMILTON,2237.0,281,23414,402,23695,0.016965604557923612,27,2021-09-22,2237,0.8236724055670708,0.7584792154893794,0.0
2021-09-22,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,8,6,<5,0.83,0.77,2021-09-22,NIAGARA REGION,2246.0,221,16716,428,16937,0.02527011867509004,21,2021-09-22,2246,0.8646559296266413,0.7995698358567084,0.0
2021-09-22,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-22,CITY OF OTTAWA,2251.0,512,28334,579,28846,0.020072107051237607,54,2021-09-22,2251,0.8847496568322125,0.8286995967107705,0.0
2021-09-22,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,0,<5,0.87,0.86,2021-09-22,PEEL REGION,2253.0,597,112241,951,112838,0.008428011839982985,41,2021-09-22,2253,0.8520191588859864,0.7821761765238372,0.0
2021-09-23,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-23,DURHAM REGION,2230.0,188,26235,384,26423,0.014532793399689664,39,2021-09-23,2230,0.8733228310428752,0.823708670830934,0.0
2021-09-23,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231.0,0,16,0,0.94,0.85,2021-09-23,WINDSOR-ESSEX COUNTY,2268.0,325,18680,445,19005,0.023414890818205737,39,2021-09-23,2268,0.8449687247659984,0.7784221554878413,0.0
2021-09-23,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-23,HURON PERTH,5183.0,30,2067,65,2097,0.030996661897949453,3,2021-09-23,5183,0.887008068219832,0.8341025452030095,0.0
2021-09-23,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-23,TORONTO,3895.0,1460,167776,3495,169236,0.02065163440402751,136,2021-09-23,3895,0.8304997778710473,0.7772071149989814,0.0
2021-09-23,2244,Middlesex-London,Earls Court Village,3047,London,128.0,0,0,<5,0.92,0.9,2021-09-23,MIDDLESEX-LONDON,2244.0,219,13413,236,13632,0.017312206572769953,31,2021-09-23,2244,0.8798452085448942,0.8157992446459883,0.0
2021-09-23,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,12,<5,<5,1.0,0.97,2021-09-23,HALTON REGION,2236.0,241,18188,221,18429,0.01199196917901134,24,2021-09-23,2236,0.8812896579024395,0.8387547241337959,0.0
2021-09-23,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-23,DURHAM REGION,2230.0,188,26235,384,26423,0.014532793399689664,39,2021-09-23,2230,0.8733228310428752,0.823708670830934,0.0
2021-09-23,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,0,<5,<5,0.75,0.74,2021-09-23,TORONTO,3895.0,1460,167776,3495,169236,0.02065163440402751,136,2021-09-23,3895,0.8304997778710473,0.7772071149989814,0.0
2021-09-23,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,9,12,8,0.94,0.9,2021-09-23,CITY OF HAMILTON,2237.0,279,23453,403,23732,0.01698129108376875,38,2021-09-23,2237,0.8253035168125379,0.7612137255185448,0.0
2021-09-23,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,0.95,0.9,2021-09-23,CITY OF OTTAWA,2251.0,466,28409,579,28875,0.020051948051948053,29,2021-09-23,2251,0.8857359519561396,0.8304893615210188,0.0
2021-09-23,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-23,CITY OF HAMILTON,2237.0,279,23453,403,23732,0.01698129108376875,38,2021-09-23,2237,0.8253035168125379,0.7612137255185448,0.0
2021-09-23,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,8,6,<5,0.83,0.77,2021-09-23,NIAGARA REGION,2246.0,218,16745,428,16963,0.025231385957672582,26,2021-09-23,2246,0.866348471958482,0.8023585085801251,0.0
2021-09-23,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-23,CITY OF OTTAWA,2251.0,466,28409,579,28875,0.020051948051948053,29,2021-09-23,2251,0.8857359519561396,0.8304893615210188,0.0
2021-09-23,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425.0,<5,9,5,0.87,0.84,2021-09-23,CITY OF HAMILTON,2237.0,279,23453,403,23732,0.01698129108376875,38,2021-09-23,2237,0.8253035168125379,0.7612137255185448,0.0
2021-09-23,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,0,<5,0.87,0.86,2021-09-23,PEEL REGION,2253.0,593,112319,953,112912,0.008440201218648151,76,2021-09-23,2253,0.8533273723531216,0.7846541707771566,0.0
2021-09-24,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-24,DURHAM REGION,2230.0,189,26269,384,26458,0.014513568674880944,35,2021-09-24,2230,0.8747443606642763,0.8255838683041652,0.0
2021-09-24,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231.0,0,16,0,0.94,0.85,2021-09-24,WINDSOR-ESSEX COUNTY,2268.0,304,18734,445,19038,0.023374304023531883,33,2021-09-24,2268,0.8468749110063652,0.7808593179435971,0.0
2021-09-24,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-24,HURON PERTH,5183.0,29,2076,65,2105,0.030878859857482184,8,2021-09-24,5183,0.8883489916142676,0.8363619869479676,0.0
2021-09-24,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-24,TORONTO,3895.0,1461,167919,3495,169380,0.02063407722281261,144,2021-09-24,3895,0.8315297935059803,0.7788525873727667,0.0
2021-09-24,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,11,<5,<5,1.0,0.97,2021-09-24,HALTON REGION,2236.0,236,18221,221,18457,0.01197377688681801,28,2021-09-24,2236,0.8821838746987579,0.8403890713426404,0.0
2021-09-24,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-24,DURHAM REGION,2230.0,189,26269,384,26458,0.014513568674880944,35,2021-09-24,2230,0.8747443606642763,0.8255838683041652,0.0
2021-09-24,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,<5,<5,<5,0.75,0.74,2021-09-24,TORONTO,3895.0,1461,167919,3495,169380,0.02063407722281261,144,2021-09-24,3895,0.8315297935059803,0.7788525873727667,0.0
2021-09-24,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,5,13,9,0.94,0.9,2021-09-24,CITY OF HAMILTON,2237.0,308,23490,403,23798,0.016934196150937053,66,2021-09-24,2237,0.8268321085760175,0.7635999321794196,0.0
2021-09-24,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,0.95,0.9,2021-09-24,CITY OF OTTAWA,2251.0,483,28462,579,28945,0.0200034548281223,70,2021-09-24,2251,0.8866089989345052,0.8321988163718329,0.0
2021-09-24,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-24,CITY OF HAMILTON,2237.0,308,23490,403,23798,0.016934196150937053,66,2021-09-24,2237,0.8268321085760175,0.7635999321794196,0.0
2021-09-24,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,8,6,0,0.83,0.77,2021-09-24,NIAGARA REGION,2246.0,197,16784,429,16981,0.025263529827454213,19,2021-09-24,2246,0.8678980054327115,0.8050496752642616,0.0
2021-09-24,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-24,CITY OF OTTAWA,2251.0,483,28462,579,28945,0.0200034548281223,70,2021-09-24,2251,0.8866089989345052,0.8321988163718329,0.0
2021-09-24,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425.0,<5,9,5,0.87,0.84,2021-09-24,CITY OF HAMILTON,2237.0,308,23490,403,23798,0.016934196150937053,66,2021-09-24,2237,0.8268321085760175,0.7635999321794196,0.0
2021-09-24,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,0,<5,0.87,0.86,2021-09-24,PEEL REGION,2253.0,614,112378,956,112992,0.00846077598414047,83,2021-09-24,2253,0.8547006146952941,0.7870533421516429,0.0
2021-09-24,2246,Niagara,The Meadows of Dorchester,M515,Niagara Falls,121.0,<5,<5,0,0.96,0.93,2021-09-24,NIAGARA REGION,2246.0,197,16784,429,16981,0.025263529827454213,19,2021-09-24,2246,0.8678980054327115,0.8050496752642616,0.0
2021-09-24,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,<5,63,0,0.94,0.9,2021-09-24,WINDSOR-ESSEX COUNTY,2268.0,304,18734,445,19038,0.023374304023531883,33,2021-09-24,2268,0.8468749110063652,0.7808593179435971,0.0
2021-09-24,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224.0,<5,36,<5,0.96,0.94,2021-09-24,TORONTO,3895.0,1461,167919,3495,169380,0.02063407722281261,144,2021-09-24,3895,0.8315297935059803,0.7788525873727667,0.0
2021-09-26,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-26,DURHAM REGION,2230.0,201,26323,384,26524,0.014477454380938018,28,2021-09-26,2230,0.8771120959399226,0.8291998842786042,0.0
2021-09-26,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-26,HURON PERTH,5183.0,36,2083,65,2119,0.03067484662576687,7,2021-09-26,5183,0.8906849765551026,0.8399992062187094,0.0
2021-09-26,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-26,TORONTO,3895.0,1388,168211,3498,169599,0.020625121610386855,109,2021-09-26,3895,0.8336427184656657,0.7824372086858556,0.0
2021-09-26,2240,Chatham-Kent,Copper Terrace,1115,Chatham,138.0,<5,0,<5,0.87,0.8,2021-09-26,CHATHAM-KENT,2240.0,100,2266,25,2366,0.010566356720202874,4,2021-09-26,2240,0.829469402439875,0.7650730016777353,0.0
2021-09-26,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,11,<5,<5,1.0,0.97,2021-09-26,HALTON REGION,2236.0,263,18256,221,18519,0.011933689724067175,42,2021-09-26,2236,0.8840451608494222,0.8439072696537505,0.0
2021-09-26,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-26,DURHAM REGION,2230.0,201,26323,384,26524,0.014477454380938018,28,2021-09-26,2230,0.8771120959399226,0.8291998842786042,0.0
2021-09-26,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,<5,<5,<5,0.75,0.74,2021-09-26,TORONTO,3895.0,1388,168211,3498,169599,0.020625121610386855,109,2021-09-26,3895,0.8336427184656657,0.7824372086858556,0.0
2021-09-26,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,5,13,9,0.94,0.9,2021-09-26,CITY OF HAMILTON,2237.0,323,23586,404,23909,0.01689740265172111,66,2021-09-26,2237,0.8294917005221922,0.7684393774701609,0.0
2021-09-26,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,0.95,0.9,2021-09-26,CITY OF OTTAWA,2251.0,489,28577,579,29066,0.01992018165554256,71,2021-09-26,2251,0.8883147528655296,0.8358486634683318,0.0
2021-09-26,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-26,CITY OF HAMILTON,2237.0,323,23586,404,23909,0.01689740265172111,66,2021-09-26,2237,0.8294917005221922,0.7684393774701609,0.0
2021-09-26,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,8,6,0,0.83,0.77,2021-09-26,NIAGARA REGION,2246.0,188,16843,429,17031,0.025189360577769947,22,2021-09-26,2246,0.8702828406434423,0.8099834808518452,0.0
2021-09-26,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-26,CITY OF OTTAWA,2251.0,489,28577,579,29066,0.01992018165554256,71,2021-09-26,2251,0.8883147528655296,0.8358486634683318,0.0
2021-09-26,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425.0,<5,9,6,0.87,0.84,2021-09-26,CITY OF HAMILTON,2237.0,323,23586,404,23909,0.01689740265172111,66,2021-09-26,2237,0.8294917005221922,0.7684393774701609,0.0
2021-09-26,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,<5,<5,0.87,0.86,2021-09-26,PEEL REGION,2253.0,535,112573,964,113108,0.008522827739859249,55,2021-09-26,2253,0.8572872367285057,0.7928613567141698,0.0
2021-09-26,2246,Niagara,The Meadows of Dorchester,M515,Niagara Falls,121.0,<5,<5,0,0.96,0.93,2021-09-26,NIAGARA REGION,2246.0,188,16843,429,17031,0.025189360577769947,22,2021-09-26,2246,0.8702828406434423,0.8099834808518452,0.0
2021-09-26,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,<5,63,0,0.94,0.9,2021-09-26,WINDSOR-ESSEX COUNTY,2268.0,306,18800,447,19106,0.02339579189783314,42,2021-09-26,2268,0.8496648327470854,0.7859697343557228,0.0
2021-09-26,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224.0,<5,36,<5,0.96,0.94,2021-09-26,TORONTO,3895.0,1388,168211,3498,169599,0.020625121610386855,109,2021-09-26,3895,0.8336427184656657,0.7824372086858556,0.0
2021-09-27,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-27,DURHAM REGION,2230.0,205,26341,384,26546,0.014465456189256385,22,2021-09-27,2230,0.8773980677192279,0.8295774780842889,0.0
2021-09-27,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-27,HURON PERTH,5183.0,41,2085,65,2126,0.03057384760112888,7,2021-09-27,5183,0.8908040437486888,0.8402089912740757,0.0
2021-09-27,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-27,TORONTO,3895.0,1383,168334,3497,169717,0.020604889315743266,117,2021-09-27,3895,0.8342979375142666,0.7834850191816327,0.0
2021-09-27,2240,Chatham-Kent,Copper Terrace,1115,Chatham,138.0,<5,0,<5,0.87,0.8,2021-09-27,CHATHAM-KENT,2240.0,111,2271,25,2382,0.010495382031905962,16,2021-09-27,2240,0.8298365217646692,0.7655135448674882,0.0
2021-09-27,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,10,<5,<5,1.0,0.97,2021-09-27,HALTON REGION,2236.0,248,18281,221,18529,0.011927249176965837,10,2021-09-27,2236,0.884453908829859,0.8448163148468355,0.0
2021-09-27,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-27,DURHAM REGION,2230.0,205,26341,384,26546,0.014465456189256385,22,2021-09-27,2230,0.8773980677192279,0.8295774780842889,0.0
2021-09-27,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,6,<5,<5,0.75,0.74,2021-09-27,TORONTO,3895.0,1383,168334,3497,169717,0.020604889315743266,117,2021-09-27,3895,0.8342979375142666,0.7834850191816327,0.0
2021-09-27,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,<5,13,8,0.94,0.9,2021-09-27,CITY OF HAMILTON,2237.0,331,23624,404,23955,0.016864955124191193,46,2021-09-27,2237,0.8301804211447746,0.7697977606064947,0.0
2021-09-27,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,0.95,0.9,2021-09-27,CITY OF OTTAWA,2251.0,480,28627,579,29107,0.01989212216992476,41,2021-09-27,2251,0.8886297011396243,0.8364430311865408,0.0
2021-09-27,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-27,CITY OF HAMILTON,2237.0,331,23624,404,23955,0.016864955124191193,46,2021-09-27,2237,0.8301804211447746,0.7697977606064947,0.0
2021-09-27,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,5,6,0,0.83,0.77,2021-09-27,NIAGARA REGION,2246.0,190,16860,429,17050,0.025161290322580646,19,2021-09-27,2246,0.8710620764073574,0.8113193135899854,0.0
2021-09-27,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,6,9,<5,0.97,0.94,2021-09-27,CITY OF OTTAWA,2251.0,480,28627,579,29107,0.01989212216992476,41,2021-09-27,2251,0.8886297011396243,0.8364430311865408,0.0
2021-09-27,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425.0,<5,9,6,0.87,0.84,2021-09-27,CITY OF HAMILTON,2237.0,331,23624,404,23955,0.016864955124191193,46,2021-09-27,2237,0.8301804211447746,0.7697977606064947,0.0
2021-09-27,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160.0,<5,<5,<5,0.87,0.86,2021-09-27,PEEL REGION,2253.0,523,112655,964,113178,0.008517556415557794,70,2021-09-27,2253,0.8581301488890285,0.7944525935806155,0.0
2021-09-27,2246,Niagara,The Meadows of Dorchester,M515,Niagara Falls,121.0,<5,<5,0,0.96,0.93,2021-09-27,NIAGARA REGION,2246.0,190,16860,429,17050,0.025161290322580646,19,2021-09-27,2246,0.8710620764073574,0.8113193135899854,0.0
2021-09-27,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,<5,63,0,0.94,0.9,2021-09-27,WINDSOR-ESSEX COUNTY,2268.0,323,18828,447,19151,0.02334081771186883,45,2021-09-27,2268,0.8504465987666286,0.7870895613566902,0.0
2021-09-27,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224.0,<5,36,<5,0.96,0.94,2021-09-27,TORONTO,3895.0,1383,168334,3497,169717,0.020604889315743266,117,2021-09-27,3895,0.8342979375142666,0.7834850191816327,0.0
2021-09-28,2230,Durham,Bay Ridges,2895,Pickering,124.0,<5,0,<5,0.94,0.87,2021-09-28,DURHAM REGION,2230.0,186,26379,384,26565,0.01445511010728402,19,2021-09-28,2230,0.8782615359072274,0.8307830018374381,0.0
2021-09-28,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65.0,<5,0,<5,0.99,0.96,2021-09-28,HURON PERTH,5183.0,38,2090,65,2128,0.030545112781954886,2,2021-09-28,5183,0.8912746426566726,0.8408808704378837,0.0
2021-09-28,3895,Toronto,Copernicus Lodge,2937,Toronto,228.0,<5,22,<5,0.67,0.63,2021-09-28,TORONTO,3895.0,1340,168512,3500,169852,0.020606174787462024,138,2021-09-28,3895,0.8350280177015912,0.7845771327447529,0.0
2021-09-28,2240,Chatham-Kent,Copper Terrace,1115,Chatham,138.0,<5,0,<5,0.87,0.8,2021-09-28,CHATHAM-KENT,2240.0,99,2297,26,2396,0.010851419031719533,15,2021-09-28,2240,0.8304018855248522,0.7663689328942587,0.0
2021-09-28,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101.0,10,<5,<5,1.0,0.97,2021-09-28,HALTON REGION,2236.0,239,18307,222,18546,0.011970236169524426,18,2021-09-28,2236,0.8850850827617953,0.8457382542979786,0.0
2021-09-28,2230,Durham,Hillsdale Estates,M539,Oshawa,300.0,0,8,<5,0.85,0.84,2021-09-28,DURHAM REGION,2230.0,186,26379,384,26565,0.01445511010728402,19,2021-09-28,2230,0.8782615359072274,0.8307830018374381,0.0
2021-09-28,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85.0,6,<5,<5,0.75,0.74,2021-09-28,TORONTO,3895.0,1340,168512,3500,169852,0.020606174787462024,138,2021-09-28,3895,0.8350280177015912,0.7845771327447529,0.0
2021-09-28,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270.0,<5,13,8,0.94,0.9,2021-09-28,CITY OF HAMILTON,2237.0,323,23656,405,23979,0.016889778556236707,25,2021-09-28,2237,0.8311753858609862,0.7714209857379628,0.0
2021-09-28,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,0.95,0.9,2021-09-28,CITY OF OTTAWA,2251.0,441,28697,579,29138,0.019870958885304414,31,2021-09-28,2251,0.8892233286738753,0.8374352477821313,0.0
2021-09-28,2237,Hamilton,Pine Villa Nursing Home,2750,Stoney Creek,41.0,0,0,<5,0.87,0.82,2021-09-28,CITY OF HAMILTON,2237.0,323,23656,405,23979,0.016889778556236707,25,2021-09-28,2237,0.8311753858609862,0.7714209857379628,0.0
2021-09-28,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101.0,5,6,0,0.83,0.77,2021-09-28,NIAGARA REGION,2246.0,187,16887,430,17074,0.025184491039006676,25,2021-09-28,2246,0.8720907651217648,0.8131117996120885,0.0
